hy	hij
heyr-kracht	heirkracht
heymelijck	heimelijk
heymelicken	heimelijken
heylighmakinge	heiligmaking
heylighdoms	heiligdom
heths	heths
hephers	hefer
hemselven	zichzelf
hemelsch	hemel
hemels-blauw	blauwpurperen
helpe	help
helfte	helft
heffet	heft
heffe	hef
hef-schouder	hefschouder
heerschet	heerst
heerschappien	heerschappijen
heerschappers	heerschappers
heerlijck	heerlijk
heerde	here
heelde	heelde
hebreinnen	hebreïnnen
hebreeuschen	hebreeuwsen
hebers	heber
hebbese	heb_ze
hayrich	harig
hayr-locken	haarlokken
hatende	hatende
hasmal	hasmal
haroseth	haroseth
haroditer	harodiet
hardelick	hardelijk
hantvollen	handvollen
handelinge	handeling
handele	handele
hale	hale
hagels	hagels
hage	haag
haeren	haar
hadse	had_hen
guychelrye	guichelarij
grontvesten	grondvesten
gront-vesten	grondvesten
grondt	grond
grimmich	grimmig
grijptse	grijpt_hen
grijpende	grijpende
griffie	griffie
grachten	grachten
goutsmit	goudsmid
gout-smit	goudsmid
goetwillicheyt	goedwilligheid
goetdadicheden	goeddadigheden
godtvreesende	godvrezende
godts-]lasteringe	gods_lastering
godtlooselick	goddelooslijk
glinsterde	glinsterde
glasen	glazen
gileaditers	gileadiet
gietinge	gieting
gierigaerts	gierigaards
gierigaert	gierigaard
giddels	giddel
gheven	geven
ghesonden	gezonden
ghene	wat
ghekomen	gekomen
ghebasuynt	gebazuind
gewoonheyt	gewoonheid
gewoel	gewoel
gewint	gewint
gewent	gewend
gewenscht	gewenst
gewendet	gewend
gewenckt	gewenkt
geweldelick	geweldiglijk
gewegen	gewogen
gewanckelt	gewankeld
gevlogen	gevlogen
gevleugelt	gevleugeld
gevanckelicke	gevankelijke
getwistet	getwist
getuygt	getuigt
getuyghen	getuigen
getuyghden	getuigden
getuchticht	getuchtigd
getrouwelick	getrouwelijk
geteelt	geteeld
geswegen	gezwegen
gesweer	gezweer
gestickte	gestikte
gesteunt	gesteund
gespott	gespot
gespoelt	gespoeld
gespeelt	gespeeld
gesouten	gezouten
gesnedenen	gesneden
gesmadet	gesmaad
gesetter	gezetter
geschiedd’et	gebeurde
geschatt	geschat
geschaemt	geschaamd
gerustet	toegerust
geruckt	gerukt
gerichts	gerichts
geraeckte	geraakte
gequelt	gekweld
gepluckt	geplukt
genoodsaeckt	genoodzaakt
genaden-gifte	genadegift
genadelick	genadiglijk
gemoede	gemoed
gemest-vee	gemest_vee
gemenght	gemengd
gemelick	gemelijk
gemeene	gemene
gemaeyt	gemaaid
gemaekt	gemaakt
gelusten	gelusten
geluck	geluk
gelosten	gelosten
geloopen	gelopen
geloofdet	geloofdet
gelijckformich	gelijkvormig
gelijcken	gelijken
gelijck-eyndigende	gelijk-eindigende
geleyde	geleide
geleckt	gelekt
gelacchen	gelachen
gekruyst	gekruist
geherberght	geherbergd
geheels	geheels
geheeler	heel
gegoten-beelt	gegoten_beeld
gegordet	gegord
gefondeert	gefondeerd
geeyndigt	geëindigd
geelachtich	geelachtig
gedyen	gedijen
geduerende	gedurende
gedraeyt	gedraaid
gedraeyde	gedraaide
gedenckteecken	gedenkteken
gedencket	gedenkt
gedenckende	gedenkende
gedeckt	gedekt
gecocht	gekocht
gebueren	geburen
gebruyckten	gebruikten
gebroeders	gebroeders
gebouwet	gebouwd
gebeurdet	gebeurde
gebeeft	gebeefd
gearbeyt	gearbeid
gavense	gaven_ze
ganschen	heel
ganschelick	ganselijk
gansch	heel
galle-water	gallewater
gaft	gaf
gaf'se	gaf_ze
fonteyn-poorte	fonteinpoort
flaeuw	flauw
feyl	feil
eyschte	eiste
eysche	eise
eylants	eilands
eygendoms	eigendoms
eygendom	eigendom
eygelick	ieder
eycken-dal	eikendal
even-wel	evenwel
esdre	ezra
esaie	jesaja
erkentenisse	erkentenis
erfbegraefnisse	erfbegrafenis
ephrata	efratha
epheseren	efezeren
epher	efer
enoch	enoch
enghelen	engelen
elpenbeen	elpenbeen
elioënai	eljoenai
egyptenlandt	land_egypte
eeuwiger	eeuwige
eeuwichheyt	eeuwigheid
eett	eet
eerstgeboorten	eerstgeboorten
eerlicke	eerlijke
eeret	eert
eer-gisteren	eergisteren
eensame-plaetsen	eenzame_plaatsen
eensaemheyt	eenzaamheid
eenhoorn	eenhoorn
een-ende-twintich	twintig
eedts	eeds
d’ongerechticheyt	de_ongerechtigheid
dwanck	dwong
dwaeslick	dwaselijk
dwaelden	dwaalden
duyvels-konstenaers	duivelskunstenaars
duysterheyt	duisterheid
duncken	dunken
dryvers	drijvers
dryemael	driemaal
druyfkens	druifjes
druppen	druppen
druckte	drukte
druckinge	drukking
droom-droomer	dromen-dromer
droogen	drogen
dronckaerts	dronkaards
drenckte	drenkte
draeg-boomen	draagbomen
dorstede	dorstte
dorsch-vloeren	dorsvloeren
dorpel-bewaerders	dorpelbewaarders
dorheyt	dorheid
dooven	dove
dootslagen	doodslagen
doortrock	doortrok
doortreckt	doortrekt
doorsoeckt	doorzoekt
doornenbosch	doornenbos
doornen-bosch	doornenbos
doorknaecht	doorknaagd
doorgangers	doorgangers
doorgaende	doorgaande
doope	doop
dooddese	doodde_ze
dooddense	doodden_hen
donderde	donderde
donckeren	donker
donckere	donkere
doetet	doet
doese	toen_zij
doen’t	doen
doeck	doek
dieverien	dieverijen
dienstmaeghden	dienstmaagden
diendese	diende_ze
dienaresse	dienares
dickte	dikte
dichten	dicht
dewijl	omdat
derselver	derzelver
derdenmael	derden_male
denneboom	denneboom
denne-boomen	dennebomen
delcht	delg
dehuël	dehuël
deedt	deedt
deechs	deegs
deckt	dekt
decapolis	dekapolis
datmen’t	men
darium	darius
danck-offers	dankoffers
damasco	damascus
daghen	dagen
daerse	waar_zij
daernae	daarna
dach-looners	dagloners
dach-looner	dagloner
d'andere	andere
cussen	kussen
cusch	cusch
crystal	kristal
cruyt	kruid
cruycigen	kruisigen
crijchs-overste	krijgsoverste
creupele	kreupelen
crauwelen	krauwelen
crachtelijck	krachtelijk
coopmanschap	koopmanschap
coop-handel	koophandel
coninghen	koningen
conincrijcke	koninkrijk
coninckx	koning
coninckrijke	koninkrijk
conick	koning
commer	kommer
comijn	komijn
clommen	klommen
cloecke	kloeke
cleynodien	kleinoden
cinnereth	cinnereth
cierlickheyt	sierlijkheid
chronijcken	kronieken
chemarim	chemarim
celo-syrien	celo-syrië
castijdinge	kastijding
castijden	kastijden
carmeliters	karmeliet
carchemis	karchemis
caphtor	kafthor
candelaren	kandelaren
calmus	kalmus
bywoonders	bijwoners
byvoegselen	bijvoegselen
byliggens	bijliggens
byen	bijen
buyte	buit
buyget	buigt
buygende	buigende
buygde	boog
buydels	buidels
bruytschat	bruidschat
bruyse	bruise
bruylofts-kinderen	bruiloftskinderen
broodts	broods
broode	brood
breydel	breidel
brasserien	brasserijen
brants	brands
brande	brande
brachten’t	brachten
boven-dorpel	bovendorpel
borst-wapenen	borstwapenen
borst-laps	borstlaps
bornputs	bornputs
born-put	bornput
borduersel	borduursel
booz	booz
bootschappet	boodschapt
bootschapper	boodschapper
booser	bozer
booms	booms
bocxken	bokje
bocks	bok
blyde	blijde
bloeyt	bloeit
bloeysel	bloeisel
bloetwrekers	bloedwrekers
blicksemen	bliksemen
bleve	bleve
blesse	blesse
bleeft	bleeft
bladen	bladen
binnen-kamer	binnenkamer
bindtse	bind_ze
bijle	bijl
bieck	bakte
beërothiters	beerothiet
bewoonden	bewoonden
bewonden	bewonden
bewijse	bewijze
beweech-offers	beweegoffers
bewateren	bewateren
bewaertse	bewaart_ze
bevruchten	bevruchten
bevruchte	bevruchte
bevrijdet	bevrijd
bevallicheyt	bevalligheid
betuyghde	betuigde
betuychde	betuigde
betrouwde	betrouwde
betooninge	betoning
bethuels	bethuël
bethphage	beth-fage
bethania	bethanië
beth-maacha	beth-maacha
beth-iesimoth	beth-jesimoth
beteeckenende	betekenende
besyen	bezien
besweeren	bezweren
bestel-meesters	bestelmeesters
bestandich	bestendig
besprenginge	besprenging
besprengen	besprengen
besorgt	bezorgd
besorcht	bezorgd
besoldinge	bezoldiging
besoecke	bezoek
beslotenen	beslotene
besett	bezet
besemen	bezemen
beschuldighden	beschuldigden
beschrijvinge	beschrijving
beschoer	beschoor
beschaminge	beschaming
besat	bezat
besach	bezag
beroerde	beroerde
bereen	berea
beraetslagen	beraadslagen
beraetslaechde	beraadslaagde
beproevende	beproevende
beproeve	beproeve
ben’t	ben
benhadads	benhadad
benaeuwtheden	benauwdheden
benaeutheden	benauwdheden
bemerckt	bemerkt
belijdende	belijdende
belett	belet
belegerdese	belegerde_haar
beleedt	beleed
belacchen	belachen
bekrijgen	beoorlogen
bekleedet	bekleed
bekleeden	bekleden
bekenne	bekenne
bejegenen	bejegenen
behoorlijck	behoorlijk
behoorlick	behoorlijk
behaechde	behaagde
begeerlick	begeerlijk
begeere	begeer
begeeft	begeeft
beeste	beest
beeltenisse	beeltenis
bedstede	bedstede
bedruckte	bedrukte
bedruckt	bedrukt
bedieninghe	bediening
bedelaer	bedelaar
bedeelinge	bedeling
bed-stede	bedstede
beckens	bekkens
bebouwt	bebouwd
beangsticht	beangstigd
barnaba	barnabas
barmhertigheyt	barmhartigheid
bare	baar
barbaren	barbaren
bandt	band
balaams	balaäm
baerden	baarden
back-oven	bakoven
baal-zebub	baäl-zebub
azarias	azarias
ayren	aren
aters	ater
ate	ate
astharots	astharoths
asdoth	asdoth-pisga
archlisticheyt	arglistigheid
arbeyts-loon	arbeidsloon
appelen	appelen
appel-boom	appelboom
andree	andreas
andream	andreas
andre	andere
anderhalf	anderhalve
anckers	ankers
ampts-cleederen	ambtsklederen
amons	amon
ammiëls	ammiël
amaria	amarja
altesamen	al_te_zamen
alsulcx	alzulks
alser	als_er
als't	als
almuggim-hout	almuggimhout
allencxkens	allengskens
algummim-hout	algummimhout
alabaster-flessche	albasten_fles
al-tascheth	al-tascheth
akrabbim	akrabbim
ahiluds	ahilud
ahija	ahia
agagiter	agagiet
afwijckende	afwijkende
afteeckenen	aftekenen
afsonderende	afzonderende
afquamen	afkwamen
aflaten	aflaten
afkomende	afkomende
afgetogen	afgetogen
afgescheurt	afgescheurd
afgehouwene	afgehouwen
afgedrooght	afgedroogd
afgecortt	afgekort
afge-eyscht	afgeëist
afgaet	afgaat
afbeeldinge	afbeelding
af-sonderinge	afzondering
aerdbevingen	aardbevingen
aenwijsinge	aanwijzing
aenwijsen	aanwijzen
aenveerdt	aanvaard
aentasten	aantasten
aensteeckt	aansteekt
aenstaende	aanstaande
aensittende	aanzittende
aensichte	aangezicht
aenschrijven	aanschrijven
aenschouwers	aanschouwers
aenschouwe	aanschouwe
aenschouwden	aanschouwden
aensat	aanzat
aensagen	aanzagen
aensach	aanzag
aenraeckt	aanraakt
aenraecken	aanraken
aenkomt	aankomt
aengrypen	aangrijpen
aengesichtes	aangezichts
aengehoort	aangehoord
aengegordt	aangegord
aengebonden	aangebonden
aendachtelick	aandachtelijk
aenbrengende	aanbrengende
aenbinden	aanbinden
aen-nemen	aannemen
aen't	aan
adramelech	adramelech
adonikams	adonikam
adderen	adderengebroedsels
ackerman	akkerman
achtinge	acht
achtende	achtende
achsaph	achsaf
achimelechs	achimelech
accoord-gesancks	akkoordgezangs
absai	abisai
abinoams	abinoam
‘t	het
zyon	sion
zuydwaert	zuidwaarts
zuars	zuar
zophah	zofah
zohars	zohar
zoans	zoan
ziu	ziv
zitterende	sidderende
zittere	siddere
ziphiten	zifieten
zijn't	zijn
zijn'se	zijn_zij
zijd-kamer	zijkamer
zidoniten	sidoniërs
zerahiten	zerahieten
zepho	zefo
zephania	zefanja
zenuwen	zenuwen
zemaraim	zemaraim
zeepe	zeep
zeel	zeel
zee-lieden	zeelieden
zee-haven	zeehaven
zee-draeck	zeedraak
zebuloniter	zebuloniet
zebadia	zebadja
zarhiten	zerahieten
zants	zands
zant-steenkens	zandsteentjes
zaeyet	zaait
zaeden	zaden
zaede	zade
zacheus	zacheüs
zacharie	zacharia
zachariam	zacharias
zacchurs	zakkur
zaccai	zakkai
zaavan	zaavan
yveringe	ijvering
yveraer	ijveraar
yemanden	iemand
yegelicke	ieder
wyeroock	wierook
wt	uit
wrochte	wrocht
wreeden	wrede
wreede	wrede
wreeckt	wreekt
wraecke	wraak
wraeck-gierigen	wraakgierige
wout-ezels	woudezels
wortter	wordt_er
wortse	wordt_zij
worpt	werp
woordts	woords
woonplaetsen	woonplaatsen
woondet	woondet
woon-plaetse	woonplaats
wolcken-columne	wolkkolom
woelingen	woelingen
woelinge	woeling
woeckeraer	woekeraar
witten	witten
wisselaren	wisselaren
wissel-cleederen	wisselklederen
windige	winderige
willich	willig
wijtte	wijdte
wijnsuypers	wijnzuipers
wijnstocken	wijnstokken
wijnrancken	wijnranken
wijngaerdt	wijngaard
wijndruyven	wijndruiven
wijn-druyven	wijndruiven
wijn-besye	wijnbezie
wijn-backen	wijnbakken
wijn-back	wijnbak
wijle	omdat
wijgaerden	wijngaarden
wiese	wie_haar
wiescht	wiest
wierp’t	wierp
wierpmen	wierp_men
weynichsken	weinigje
weygerden	weigerden
wettelick	wettelijk
wetenschappen	wetenschappen
wetboeck	wetboek
wet-houders	wethouders
wet-geleerde	wetgeleerde
wester	westerlandpale
west-zijde	westzijde
wertter	werd_er
werptse	werpt
wereldt	wereld
wercket	werkt
wensche	wens
wenckten	wenkten
wenckt	wenkt
wencken	wenken
wellustich	wellustig
wellingen	wellingen
weldoe	weldoe
weldadige	weldadige
welcks	welks
welckers	van_wie
welbehagens	welbehagens
wel-vaert	welvaart
wel-stant	welstand
wel-riekende	welriekende
wel-behagelick	welbehagelijk
weghen	vanwege
weerdye	waardij
weerdinne	waardin
weerdichlijck	waardiglijk
weerdichlick	waardiglijk
weerdicheyt	waardigheid
weenenden	wenenden
weeldrich	weelderig
weeldich	weelderig
weegschale	weegschaal
weeght	weeg
weeg-steenen	weegstenen
weeck-darmen	weekdarmen
weech-steenen	weegstenen
wee-klage	weeklage
wederstrevich	wederstrevig
wederstreven	wederstreven
wederstondt	wederstond
wedersproken	wedersproken
wederspannigen	wederspannigen
wederspannige	wederspannige
wederkome	wederkome
wederkeerende	wederkerende
wederkeere	wederkere
wederhaelt	wederhaalt
wedergegeven	wedergegeven
weder-oprichten	weder_oprichten
weder-geven	wedergeven
weder-gekomen	wedergekomen
weder-gekeert	wedergekeerd
weder-brengen	wederbrengen
weddet	wed
weckten	wekten
wechvoerde	wegvoerde
wechvloeyen	wegvloeien
wechstormen	wegstormen
wechrucken	wegrukken
wechrapen	wegrapen
wechneme	wegneme
wechgesworven	weggezworven
wechgedrevene	weggedrevene
wechdragen	wegdragen
wech-voeringe	wegvoering
wech-voeren	wegvoeren
wech-vlieden	wegvlieden
wech-scheydinge	wegscheiding
wech-geworpen	weggeworpen
wech-gevoerden	weggevoerden
wech-gevlogen	weggevlogen
wech-gesonden	weggezonden
wech-geleght	weggelegd
wech-gaenden-bock	weggaanden_bok
wech-brengen	wegbrengen
watse	wat_zij
watmen	wat_men
waterloose	waterloze
waterganck	watergang
waterfonteyne	waterfontein
waterflessche	waterfles
water-stroomen	waterstromen
water-put	waterput
water-poel	waterpoel
water-golven	watergolven
water-ganck	watergang
wasschingen	wassingen
warmende	warmende
waren’se	waren_zij
wapen-huys	wapenhuis
wapen	wapen
wanner	wanneer
wange	wang
wandeldet	wandeldet
wandelaers	wandelaars
wanckelt	wankelt
wanckelende	wankelende
walvisschen	walvissen
wallen	wallen
wakende	wakende
wagen-peerden	wagenpaarden
waeyde	waaide
waertoe	waartoe
waernamen	waarnamen
waerachtigen	waarachtigen
wachtende	wachtende
wachte	wacht
wacht-kamer	wachtkamer
vyver	vijver
vyeroffers	vuuroffers
vyer-offers	vuuroffers
vyer-brant	vuurbrand
vyantlick	vijandelijk
vyandinne	vijandin
vuyl-gewin-soecker	vuil-gewinzoeker
vullingen	vullingen
vuldense	vulden_ze
vrywilligen	een_vrijwillig
vrywillicheyt	vrijwilligheid
vrymoedicheydt	vrijmoedigheid
vrylaten	vrijlaten
vryheydt	vrijheid
vrouwkens	vrouwkens
vrouwelicke	vrouwelijke
vroomen	vrome
vroome	vromen
vrolijck	vrolijk
vroegelingen	vroegelingen
vroedvrouwe	vroedvrouw
vroech-rijpe	vroegrijpe
vreuchden-olye	vreugdeolie
vremt	vreemd
vremden	vreemden
vremdelinck	vreemdeling
vreedsame	vreedzamen
vraechdese	vroeg
vout	-_-_voud
vorstelicke	vorstelijke
vorder	verder
voorwaert	voorwaarts
voorvallende	voorvallende
voortvare	voortvare
voorttrecken	voorttrekken
voortrecken	voortrekken
voortquamen	voortkwamen
voortgevaren	voortgevaren
voortgaet	voortgaat
voortcomt	voortkomt
voortbrachten	voortbrachten
voort-varen	voortvaren
voort-gedreven	voortgedreven
voort-gebracht	voortgebracht
voorstander	voorstander
voorsiet	voorzie
voorsichtigh	voorzichtig
voorsichtiger	voorzichtiger
voorsichtige	voorzichtige
voorsichtelick	voorzichtiglijk
voorsette	voorzette
voorsegt	voorzegd
voorsegginge	voorzegging
voorseggen	voorzeggen
voorpoorte	voorpoort
voorleggen	voorleggen
voorledene	verledene
voorkennisse	voorkennis
voorhuyse	voorhal
voorhuydt	voorhuid
voorhooftciersel	voorhoofdsiersel
voorgingen	voorgingen
voorgestoelten	voorgestoelten
voorgestelde	voorgestelde
voorgeset	voorgezet
voorgeseghde	voorzegde
voorgangeren	voorgangeren
voorbygaende	voorbijgaande
voorbeelde	voorbeeld
vooraen	voor_aan
voor-schrijvinge	voorschrijving
voor-poorte	voorpoort
voor-ouderen	voorouderen
voor-huys	voorhal
voor-huyden	voorhuiden
voor-gestelt	voorgesteld
voor-genomen	voorgenomen
voor-by-gaen	voorbijgaan
voor-beelt	voorbeeld
voor-beelden	voorbeelden
vondtse	vond_hen
vondense	vonden_ze
voncken	vonken
voncke	vonk
volveerdigh	volvaardig
volmakinge	volmaking
volmaeckten	volmaakten
volmaecke	volmake
volkomenheyt	volkomenheid
volherdde	volhardde
voleyndigt	voleindigd
voleyndicht	voleindigt
voleyndet	voleind
voleyndde	voleindde
voldoet	voldoet
volcomelick	volkomenlijk
volbrenge	volbrenge
volbouwt	voltooid
vogelkens	vogeltjes
vogelgeschrey	vogelgeschrei
voetsel	voedsel
voetplanten	voetplanten
voet-volcx	voetvolks
voerman	voerman
voeret	voert
voerende	voerende
voeghde	voegde
voedtsel	voedsel
voecht	voegt
vloode	vlood
vlood	vlood
vloo	vlo
vloeyden	vloeiden
vloeyde	vloeide
vloeden	vloeden
vloecktese	vloekte_hen
vloecker	vloeker
vloecke	vloeke
vlijtichste	vlijtigst
vlijt	vlijt
vliedende	vliedende
vliecht	vliegt
vleyinge	gevlei
vlessche	fles
vleeschen	vlesen
vledermuys	vledermuis
vlas-wiecke	vlaswiek
vijgeboomen	vijgebomen
vijge-boomen	vijgebomen
vijg-boom	vijgenboom
vijftigh	vijftig
vijf-ende-tnegentich	vijf_en_negentig
vijf-ende-dertich	en_dertig
vierkantich	vierkantig
vierder	vierde
vier-ende-twintigh	vier_en_twintig
vier-ende-twintich	vier_en_twintig
vier-ende-tseventich	vier_en_zeventig
vier-en-veertigh	vier_veertig
vier-en-twintichste	vier_en_twintigste
vielense	vielen_zij
vielender	vielen_er
veyr	veer
vetten	vetten
vett	vet
vets	vets
verzeghelt	verzegel
verwoestenden	verwoestenden
verwisselt	verwisselt
verwillicht	bewillig
verwerren	verwarren
verwerrede	verwarde
verwecke	verwek
verwachteden	verwachtten
verwachte	verwacht
vervullinge	vervulling
vervrolicken	vervrolijken
vervolgdense	vervolgden_hen
vervolchdese	vervolgde
vervoert	vervoerd
vervattet	vervat
vervallende	vervallende
vertzaegt	versaagd
vertsaecht	versaagd
vertrooste	vertrooste
vertredet	vertreedt
vertrede	vertrede
vertreckende	vertrekkende
vertraeght	vertraagt
vertoondet	vertoondet
vertoonde	vertoonde
vertooch	vertoog
vertogen	vertogen
vertoefden	vertoefden
vertient	vertient
vertellet	vertelt
verteertse	verteer
verteerdese	verteerde_hen
verswagert	verzwagert
verswagerde	verzwagerde
verstroyet	verstrooid
verstroeyt	verstrooid
verstootenen	verstotene
verstoortheyt	verstoordheid
verstockt	verstokt
verstickt	verstikt
versteeckt	versteek
verstack	verstak
verssene	verzenen
verssen	verzenen
verspiedden	verspiedden
versorght	verzorgt
versorgen	verzorgen
versorgden	verzorgden
versoncken	verzonken
versoen-decksels	verzoendeksels
versoecker	verzoeker
versmaedden	versmaadden
versmadinge	versmading
versmade	versmaad
verslont	verslond
verslondt	verslond
verslindinge	verslinding
verslinde	verslinde
versletene	versleten
verslae	versla
versint	verzint
versincken	verzinken
versett	verzet
versekeren	verzekeren
verschricktese	verschrikte_ze
verschooninge	verschoning
verschoone	verschone
versamelingen	verzamelingen
versadens	verzadiging
verruckte	verrukte
verruckinge	verrukking
verrucken	verrukken
verreyst	verreist
verreysen	verreizen
verquicke	verkwikke
veroordeelinge	veroordeling
veroordeelende	veroordelende
verontschuldight	verontschuldigd
vernuftich	vernuftig
vernuft	vernuft
vernielinge	vernieling
verneme	verneem
vernedertse	vernedert_ze
vernedere	vernedere
vernachtten	vernachtten
vermoeyen	vermoeien
verminckte	verminkten
verminckt	verminkt
vermenichvuldigende	vermenigvuldigende
vermeldt	vermeldt
vermeerdere	vermeerdere
vermakende	vermakende
vermaerde	vermaarde
vermaende'se	vermaande_hen
vermaende	vermaande
vermaelt	vermaalt
vermaelde	vermaalde
vermaeck	vermaak
verlustigen	verlustigen
verliese	verlieze
verliep	verliep
verleydingen	verleidingen
verleyder	verleider
verleydende	verleidende
verleydden	verleidden
verlemde	verlamde
verlaters	verlaters
verlange	verlang
verkooren	verkozen
verkondichde	verkondigde
verkloeckte	verkloekte
verklare	verklaar
verklagen	verklagen
verkeeret	verkeert
verhuerde	verhuurde
verhooget	verhoogt
verhinderinge	verhindering
verheughde	verheugde
verheuget	verheugt
verheuchden	verheugden
verheerlijckt	verheerlijkt
verheerlicke	verheerlijke
verhalende	verhalende
verhaesten	verhaasten
vergoldt	vergold
vergingen	vergingen
vergift	vergif
vergevingen	vergevingen
vergetenheyt	vergetelheid
vergenoeginge	vergenoeging
vergelt	vergeldt
vergeleecken	vergeleken
vergeett	vergeet
vergaense	vergaan_zij
vergadere	vergadere
verfoeyt	verfoeid
verfoeyelicke	verfoeilijke
vereerlicken	verheerlijken
vereeringen	vereringen
verduysteren	verduisteren
verdunt	verdund
verdryven	verdrijven
verdrucker	verdrukker
verdrucke	verdrukke
verdroot	verdroot
verdriets	verdriet
verdreve	verdreef
verdragende	verdragende
verdraeghsaemheyt	verdraagzaamheid
verdraechlijcker	verdragelijker
